timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2025/08/22 21:44:19.707, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 21:44:29.711, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 21:44:39.715, 10 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 40
2025/08/22 21:44:49.720, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:44:59.725, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:45:09.728, 20 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 40
2025/08/22 21:45:19.732, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 21:45:29.735, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 21:45:39.739, 9 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:45:49.744, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 21:45:59.748, 12 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 40
2025/08/22 21:46:09.752, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:46:19.757, 4 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 40
2025/08/22 21:46:29.761, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:46:39.765, 2 %, 0 %, 1144 MiB, 81920 MiB, 67.63 W, 40
2025/08/22 21:46:49.769, 1 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 40
2025/08/22 21:46:59.773, 24 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 40
2025/08/22 21:47:09.777, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:47:19.782, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:47:29.786, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:47:39.791, 4 %, 0 %, 1144 MiB, 81920 MiB, 66.68 W, 40
2025/08/22 21:47:49.795, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 21:47:59.799, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:48:09.804, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:48:19.808, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:48:29.812, 0 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 40
2025/08/22 21:48:39.816, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:48:49.820, 4 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 21:48:59.824, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:49:09.828, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:49:19.832, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:49:29.836, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:49:39.842, 2 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:49:49.846, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:49:59.849, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:50:09.853, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:50:19.857, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:50:29.861, 0 %, 0 %, 1144 MiB, 81920 MiB, 68.23 W, 40
2025/08/22 21:50:39.865, 0 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 40
2025/08/22 21:50:49.869, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:50:59.873, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:51:09.877, 8 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:51:19.881, 6 %, 0 %, 1144 MiB, 81920 MiB, 67.63 W, 40
2025/08/22 21:51:29.886, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:51:39.890, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:51:49.896, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:51:59.899, 0 %, 0 %, 1144 MiB, 81920 MiB, 68.23 W, 40
2025/08/22 21:52:09.903, 0 %, 0 %, 1144 MiB, 81920 MiB, 65.79 W, 40
2025/08/22 21:52:19.907, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:52:29.911, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:52:39.915, 12 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 40
2025/08/22 21:52:49.919, 0 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 40
2025/08/22 21:52:59.922, 8 %, 0 %, 1144 MiB, 81920 MiB, 68.56 W, 40
2025/08/22 21:53:09.928, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:53:19.933, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:53:29.937, 13 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:53:39.941, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:53:49.945, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:53:59.949, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:54:09.954, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:54:19.958, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:54:29.963, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:54:39.969, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:54:49.973, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:54:59.978, 0 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 40
2025/08/22 21:55:09.981, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:55:19.985, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:55:29.988, 13 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:55:39.994, 6 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:55:50.000, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:56:00.004, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:56:10.007, 0 %, 0 %, 1144 MiB, 81920 MiB, 65.79 W, 40
2025/08/22 21:56:20.011, 13 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 40
2025/08/22 21:56:30.018, 2 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 21:56:40.025, 1 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 40
2025/08/22 21:56:50.029, 1 %, 0 %, 1144 MiB, 81920 MiB, 67.63 W, 40
2025/08/22 21:57:00.033, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:57:10.038, 7 %, 0 %, 1144 MiB, 81920 MiB, 67.01 W, 40
2025/08/22 21:57:20.043, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:57:30.049, 0 %, 0 %, 1144 MiB, 81920 MiB, 70.07 W, 40
2025/08/22 21:57:40.053, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 21:57:50.056, 7 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:58:00.061, 13 %, 0 %, 1144 MiB, 81920 MiB, 66.40 W, 40
2025/08/22 21:58:10.064, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:58:20.070, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:58:30.074, 4 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:58:40.078, 6 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:58:50.083, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:59:00.088, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:59:10.094, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:59:20.098, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:59:30.105, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:59:40.109, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 21:59:50.113, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 22:00:00.118, 11 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 22:00:10.121, 12 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 22:00:20.125, 5 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 22:00:30.129, 6 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 40
2025/08/22 22:00:40.133, 13 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 22:00:50.136, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 22:01:00.140, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 22:01:10.146, 10 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 22:01:20.149, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 22:01:30.153, 17 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 22:01:40.157, 7 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 22:01:50.164, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 40
2025/08/22 22:02:00.168, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 40
2025/08/22 22:02:10.172, 0 %, 0 %, 1144 MiB, 81920 MiB, 65.46 W, 40
2025/08/22 22:02:20.176, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:02:30.181, 0 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 39
2025/08/22 22:02:40.184, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:02:50.189, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 39
2025/08/22 22:03:00.193, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 39
2025/08/22 22:03:10.197, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:03:20.202, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:03:30.206, 12 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 39
2025/08/22 22:03:40.211, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:03:50.215, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:04:00.219, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:04:10.225, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:04:20.229, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:04:30.235, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:04:40.240, 5 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 39
2025/08/22 22:04:50.244, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:05:00.248, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 39
2025/08/22 22:05:10.254, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:05:20.258, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:05:30.261, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:05:40.266, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:05:50.269, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:06:00.273, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:06:10.278, 1 %, 0 %, 1144 MiB, 81920 MiB, 65.46 W, 39
2025/08/22 22:06:20.282, 14 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:06:30.287, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:06:40.291, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:06:50.296, 11 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:07:00.301, 8 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 39
2025/08/22 22:07:10.305, 13 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 39
2025/08/22 22:07:20.310, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:07:30.314, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:07:40.319, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:07:50.323, 15 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:08:00.327, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:08:10.331, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:08:20.336, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:08:30.341, 0 %, 0 %, 1144 MiB, 81920 MiB, 68.23 W, 39
2025/08/22 22:08:40.345, 1 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 39
2025/08/22 22:08:50.350, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:09:00.355, 13 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 39
2025/08/22 22:09:10.359, 13 %, 0 %, 1144 MiB, 81920 MiB, 67.96 W, 39
2025/08/22 22:09:20.364, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:09:30.368, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:09:40.372, 4 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 39
2025/08/22 22:09:50.377, 2 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:10:00.381, 8 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:10:10.385, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:10:20.389, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:10:30.394, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:10:40.397, 5 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 39
2025/08/22 22:10:50.401, 13 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 39
2025/08/22 22:11:00.405, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:11:10.410, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:11:20.416, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:11:30.420, 8 %, 0 %, 1144 MiB, 81920 MiB, 68.56 W, 39
2025/08/22 22:11:40.424, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:11:50.429, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:12:00.433, 17 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 39
2025/08/22 22:12:10.436, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:12:20.442, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:12:30.446, 13 %, 0 %, 1144 MiB, 81920 MiB, 65.79 W, 39
2025/08/22 22:12:40.451, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:12:50.455, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:13:00.460, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:13:10.464, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:13:20.469, 5 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:13:30.474, 15 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 39
2025/08/22 22:13:40.477, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:13:50.481, 8 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 39
2025/08/22 22:14:00.485, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:14:10.489, 6 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:14:20.493, 1 %, 0 %, 1144 MiB, 81920 MiB, 65.79 W, 39
2025/08/22 22:14:30.498, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:14:40.503, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:14:50.507, 9 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:15:00.511, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:15:10.515, 0 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 39
2025/08/22 22:15:20.519, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:15:30.523, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 39
2025/08/22 22:15:40.526, 16 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:15:50.530, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:16:00.534, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:16:10.538, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:16:20.542, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:16:30.546, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:16:40.550, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:16:50.554, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:17:00.557, 0 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 39
2025/08/22 22:17:10.562, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:17:20.566, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:17:30.569, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:17:40.574, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:17:50.577, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:18:00.581, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:18:10.585, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:18:20.589, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:18:30.595, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:18:40.599, 7 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:18:50.603, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:19:00.608, 2 %, 0 %, 1144 MiB, 81920 MiB, 66.40 W, 39
2025/08/22 22:19:10.612, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:19:20.615, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:19:30.619, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:19:40.623, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:19:50.627, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 39
2025/08/22 22:20:00.631, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 39
2025/08/22 22:20:10.634, 0 %, 0 %, 1144 MiB, 81920 MiB, 67.01 W, 39
2025/08/22 22:20:20.638, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:20:30.642, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:20:40.646, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:20:50.650, 2 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 39
2025/08/22 22:21:00.658, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:21:10.662, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 39
2025/08/22 22:21:20.668, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:21:30.671, 16 %, 0 %, 1144 MiB, 81920 MiB, 68.56 W, 39
2025/08/22 22:21:40.675, 2 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 38
2025/08/22 22:21:50.679, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:22:00.685, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:22:10.689, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:22:20.693, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:22:30.698, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:22:40.702, 11 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 38
2025/08/22 22:22:50.707, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:23:00.712, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:23:10.715, 2 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 38
2025/08/22 22:23:20.719, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:23:30.724, 2 %, 0 %, 1144 MiB, 81920 MiB, 65.79 W, 39
2025/08/22 22:23:40.728, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:23:50.732, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:24:00.736, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 38
2025/08/22 22:24:10.741, 1 %, 0 %, 1144 MiB, 81920 MiB, 70.07 W, 39
2025/08/22 22:24:20.745, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:24:30.749, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:24:40.753, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:24:50.757, 11 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:25:00.761, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:25:10.764, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:25:20.768, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:25:30.772, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:25:40.776, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:25:50.779, 16 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:26:00.784, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:26:10.787, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:26:20.791, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:26:30.798, 11 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 38
2025/08/22 22:26:40.802, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:26:50.805, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:27:00.810, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:27:10.814, 15 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 38
2025/08/22 22:27:20.817, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:27:30.820, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:27:40.824, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:27:50.830, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:28:00.834, 15 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:28:10.839, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:28:20.843, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:28:30.846, 6 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:28:40.850, 13 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 38
2025/08/22 22:28:50.854, 2 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:29:00.858, 0 %, 0 %, 1144 MiB, 81920 MiB, 65.46 W, 38
2025/08/22 22:29:10.861, 7 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 38
2025/08/22 22:29:20.865, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:29:30.869, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 22:29:40.873, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
